Station,District,Latitude,Longitude,timestamp,month,day_of_year,rainfall_mm,rainfall_previous,rainfall_3_obs,rainfall_6_obs,river_level,river_level_change,river_level_rolling_mean_3,river_level_rolling_max_6
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 19:00:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,-0.09999999999999964,12.133333333333338,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 19:15:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.133333333333338,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 19:30:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 20:00:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 20:15:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 20:45:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 21:00:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 21:15:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 21:30:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 21:45:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 22:00:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 22:15:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 22:30:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 22:45:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 23:00:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 23:15:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 23:30:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-27 23:45:00,3,86,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 00:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 00:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 00:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 00:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 01:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 01:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 01:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 02:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 02:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 02:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 02:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 03:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 03:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 03:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 03:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 04:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 04:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 04:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.0,-0.09999999999999964,12.066666666666672,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 04:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.09999999999999964,12.06666666666667,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 05:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.066666666666672,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 05:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 05:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 05:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.0,-0.09999999999999964,12.066666666666672,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 06:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.033333333333337,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 06:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 06:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 07:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.09999999999999964,12.033333333333339,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 07:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.066666666666672,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 07:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 07:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 08:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 08:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 08:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 08:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 09:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 09:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.09999999999999964,12.133333333333338,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 09:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.166666666666671,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 09:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.2,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 10:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.2,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 10:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.3,0.10000000000000142,12.233333333333336,12.3
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 10:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.3,0.0,12.266666666666673,12.3
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 10:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.3,0.0,12.3,12.3
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 11:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.09999999999999964,12.333333333333337,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 11:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.366666666666672,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 12:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.4,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 12:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.4,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 12:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.4,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 12:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.09999999999999964,12.433333333333337,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 13:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.466666666666674,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 13:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 13:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 13:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 14:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 14:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 14:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 14:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 15:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.5,0.0,12.5,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 15:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,-0.09999999999999964,12.46666666666667,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 15:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.433333333333337,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 15:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.4,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 16:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.4,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 16:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.4,0.0,12.4,12.5
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 16:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,-0.20000000000000107,12.333333333333337,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 17:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.266666666666671,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 17:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.2,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 17:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.2,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 17:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.2,0.0,12.2,12.4
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 18:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,-0.09999999999999964,12.166666666666671,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 18:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.133333333333338,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 18:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 18:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 19:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.2
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 19:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 19:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 19:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 20:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 20:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 20:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 20:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 21:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 21:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 21:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 21:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 22:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 22:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 22:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 22:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 23:00:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 23:15:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 23:30:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-28 23:45:00,3,87,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 00:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 00:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 00:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 00:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 01:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 01:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 01:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,-0.09999999999999964,12.06666666666667,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 01:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.09999999999999964,12.066666666666672,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 02:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.06666666666667,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 02:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,-0.09999999999999964,12.06666666666667,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 02:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.033333333333339,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 02:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 03:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 03:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 03:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 03:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 04:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 04:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 04:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 04:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 05:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 05:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 05:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 05:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 06:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 06:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 06:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 06:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 07:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 07:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 07:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 07:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 08:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.0,0.0,12.0,12.0
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 08:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.09999999999999964,12.033333333333337,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 08:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.06666666666667,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 08:45:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 09:00:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 09:15:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2025-03-29 09:30:00,3,88,50.2,50.2,150.60000000000002,301.20000000000005,12.1,0.0,12.1,12.1
